cid,upc,oid,dt,r_dt,prc,qty,amt,r_qty,r_amt,web_prod_id,GMM_DESC,PARENT_MDSE_DIVN_DESC
11045193,7.33003E+11,1206868411,6/13/2016,,51.99,1,51.99,,,369206,HOME,SOFT HOME
11771615,8.00774E+11,1192110323,04/03/2016,,35.99,1,35.99,,,415419,MENS & KIDS,TOTAL MENS
11771615,8.00774E+11,1186025522,2/28/2016,,36.74,1,36.74,,,415419,MENS & KIDS,TOTAL MENS
10435767,6.09717E+11,1370375853,1/14/2017,,22.49,1,22.49,,,428346,READY TO WEAR,SPECIAL SIZES
10435767,6.09717E+11,1207718182,6/18/2016,07/11/2016,24.99,1,24.99,1,24.99,428346,READY TO WEAR,SPECIAL SIZES
11368845,27131935360,1186203579,03/02/2016,,160,1,160,,,377840,BEAUTY,COSMETICS
11368845,27131935360,1206225978,06/09/2016,,160,1,160,,,377840,BEAUTY,COSMETICS
13222096,7.17334E+11,1202578351,5/20/2016,,29,1,29,,,459363,BEAUTY,COSMETICS
13222096,7.17334E+11,1212227913,7/17/2016,,29,1,29,,,459363,BEAUTY,COSMETICS
13222096,7.17334E+11,1267096098,10/23/2016,,29,1,29,,,459363,BEAUTY,COSMETICS
11304473,7.06255E+11,1236963063,09/09/2016,,34.99,1,34.99,,,437775,READY TO WEAR,SPECIAL SIZES
11304473,7.06255E+11,1248763539,9/28/2016,,23.7,1,23.7,,,437775,READY TO WEAR,SPECIAL SIZES
12456211,7.23481E+11,1214698671,7/21/2016,,22.5,1,22.5,,,384198,BEAUTY,COSMETICS
12456211,7.23481E+11,1373718366,1/18/2017,,24,1,24,,,384198,BEAUTY,COSMETICS
10580239,6.11318E+11,1241227095,9/15/2016,,37.49,1,37.49,,,446984,MENS & KIDS,TOTAL MENS
10580239,6.11318E+11,1236889044,09/07/2016,9/16/2016,68,1,68,1,68,446984,MENS & KIDS,TOTAL MENS
10474199,29408244762,1194957978,4/14/2016,,19.98,1,19.98,,,399320,READY TO WEAR,SPECIAL SIZES
10474199,29408244762,1181725636,02/04/2016,,24.98,1,24.98,,,399320,READY TO WEAR,SPECIAL SIZES
10271836,3.60597E+12,1181845689,02/04/2016,,38,1,38,,,329974,BEAUTY,COSMETICS
10271836,3.60597E+12,1328168100,12/03/2016,,31.13,1,31.13,,,329974,BEAUTY,COSMETICS
11079042,47596246856,1345743108,12/17/2016,12/31/2016,26.99,1,26.99,1,26.99,404429,HOME,SOFT HOME
11079042,47596246856,CL16721203281,12/17/2016,12/31/2016,26.99,1,26.99,1,26.99,404429,HOME,SOFT HOME
11701547,7.32996E+11,1312395630,11/25/2016,,79.99,1,79.99,,,343300,HOME,SOFT HOME
11701547,7.32996E+11,1234606947,09/03/2016,,79.99,1,79.99,,,343300,HOME,SOFT HOME
12279231,80225188462,1357970445,12/30/2016,,28.8,1,28.8,,,458541,CENTER CORE,INTIMATE APPAREL/HOSIERY
12279231,80225188462,1359018408,12/30/2016,,28.8,1,28.8,,,458541,CENTER CORE,INTIMATE APPAREL/HOSIERY
14523356,7.34799E+11,1234075719,09/01/2016,,45.5,1,45.5,,,461915,CENTER CORE,FINE JEWELRY
14523356,7.34799E+11,1241640471,9/15/2016,10/13/2016,48.75,1,48.75,1,48.75,461915,CENTER CORE,FINE JEWELRY
12733120,8.05755E+11,1192355097,04/04/2016,,49,1,49,,,425489,CENTER CORE,FINE JEWELRY
12733120,8.05755E+11,JF16961223402,6/29/2016,7/14/2016,59,1,59,1,59,425489,CENTER CORE,FINE JEWELRY
14094368,8.05755E+11,1327376571,12/02/2016,01/05/2017,83.29,1,83.29,1,83.29,425489,CENTER CORE,FINE JEWELRY
14094368,8.05755E+11,1296530376,11/16/2016,,90.94,1,90.94,,,425489,CENTER CORE,FINE JEWELRY
11103944,8.05755E+11,1182199610,02/06/2016,,59,1,59,,,425489,CENTER CORE,FINE JEWELRY
12733120,8.05755E+11,1202357869,5/17/2016,,50.15,1,50.15,,,425489,CENTER CORE,FINE JEWELRY
11103944,8.05755E+11,1182279838,02/06/2016,,59,1,59,,,425489,CENTER CORE,FINE JEWELRY
11103944,8.05755E+11,1182120002,02/06/2016,,59,1,59,,,425489,CENTER CORE,FINE JEWELRY
12733120,8.05755E+11,JF16961264297,6/29/2016,7/13/2016,59,1,59,1,59,425489,CENTER CORE,FINE JEWELRY
13015735,3.60598E+12,1249855299,9/30/2016,,102,1,102,,,355707,BEAUTY,COSMETICS
13015735,3.60598E+12,1194787766,4/15/2016,,102,1,102,,,355707,BEAUTY,COSMETICS
11514416,48552295369,1207317798,6/16/2016,,21.24,1,21.24,,,498079,HOME,SOFT HOME
11514416,48552295369,1206103072,06/11/2016,07/01/2016,21.24,1,21.24,1,21.24,498079,HOME,SOFT HOME
15497098,7.9285E+11,1186459401,03/03/2016,,3.3,1,3.3,,,472117,BEAUTY,COSMETICS
15497098,7.9285E+11,1186857461,03/04/2016,,3.3,1,3.3,,,472117,BEAUTY,COSMETICS
12230060,6.08356E+11,1217997915,7/31/2016,,19.54,2,39.08,,,457102,HOME,SOFT HOME
11296152,6.08356E+11,1182241260,02/06/2016,,16.99,1,16.99,,,457102,HOME,SOFT HOME
11296152,6.08356E+11,1184965399,2/20/2016,,18.99,1,18.99,,,457102,HOME,SOFT HOME
12230060,6.08356E+11,1231282605,8/27/2016,,19.54,1,19.54,,,457102,HOME,SOFT HOME
12365034,83623595832,1189737596,3/20/2016,04/01/2016,9.35,1,9.35,1,9.35,450804,CENTER CORE,INTIMATE APPAREL/HOSIERY
12365034,83623595832,1190334526,3/22/2016,,4,1,4,,,450804,CENTER CORE,INTIMATE APPAREL/HOSIERY
15754669,26217357799,1370307324,1/13/2017,,29.99,1,29.99,,,455589,MENS & KIDS,TOTAL MENS
15754669,26217357799,1304967516,11/22/2016,12/29/2016,23.99,1,23.99,1,23.99,455589,MENS & KIDS,TOTAL MENS
14748901,90563493135,1311311835,11/25/2016,12/07/2016,3.33,2,6.66,1,3.33,462403,CENTER CORE,INTIMATE APPAREL/HOSIERY
14748901,90563493135,1259550925,11/19/2016,11/29/2016,6,2,12,2,12,462403,CENTER CORE,INTIMATE APPAREL/HOSIERY
11559659,85447149970,1184886117,2/20/2016,,7.5,1,7.5,,,455178,CENTER CORE,INTIMATE APPAREL/HOSIERY
11559659,85447149970,1265911176,10/23/2016,,7.11,1,7.11,,,455178,CENTER CORE,INTIMATE APPAREL/HOSIERY
15220129,85447149963,1183499893,2/13/2016,,33.15,2,66.3,,,455178,CENTER CORE,INTIMATE APPAREL/HOSIERY
15220129,85447149963,1322736837,11/30/2016,,29,2,58,,,455178,CENTER CORE,INTIMATE APPAREL/HOSIERY
13487180,7.50105E+11,1193825928,04/08/2016,,0,2,107.09,,,369540,HOME,SOFT HOME
13487180,7.50105E+11,1192041238,04/03/2016,,52.99,2,105.98,,,369540,HOME,SOFT HOME
10025681,3.14589E+12,1204761307,06/03/2016,,60,1,60,,,461754,BEAUTY,COSMETICS
10025681,3.14589E+12,1262287116,10/17/2016,,60,1,60,,,461754,BEAUTY,COSMETICS
12849167,44387287029,JM16810930988,11/28/2016,,135.99,1,135.99,,,466886,HOME,SOFT HOME
12849167,44387287029,JM16810924579,11/28/2016,,115.59,1,115.59,,,466886,HOME,SOFT HOME
11060460,20714419141,1187410435,03/07/2016,,27,1,27,,,495579,BEAUTY,COSMETICS
14141243,20714419141,1353779337,12/23/2016,,27,1,27,,,495579,BEAUTY,COSMETICS
11060460,20714419141,1251478146,10/01/2016,,27,1,27,,,495579,BEAUTY,COSMETICS
14141243,20714419141,1203895100,5/27/2016,,27,1,27,,,495579,BEAUTY,COSMETICS
11716290,8672507247,1197728226,4/24/2016,,6,2,12,,,471851,CENTER CORE,INTIMATE APPAREL/HOSIERY
11716290,8672507247,1234013652,09/01/2016,,6,3,18,,,471851,CENTER CORE,INTIMATE APPAREL/HOSIERY
14341150,7.30852E+11,1331318397,12/06/2016,12/19/2016,47.74,1,47.74,1,47.74,537077,BEAUTY,COSMETICS
14321234,7.30852E+11,VL16000830906,10/20/2016,,49.99,2,99.98,,,537077,BEAUTY,COSMETICS
10874970,7.30852E+11,1280685930,10/31/2016,,58,2,116,,,537077,BEAUTY,COSMETICS
14321234,7.30852E+11,VL16100845395,10/20/2016,10/28/2016,49,2,98,2,98,537077,BEAUTY,COSMETICS
10874970,7.30852E+11,1194093689,04/11/2016,,58,1,58,,,537077,BEAUTY,COSMETICS
14341150,7.30852E+11,1330989123,12/06/2016,,47.74,1,47.74,,,537077,BEAUTY,COSMETICS
11619372,8.8502E+11,1204536127,5/30/2016,7/16/2016,50.99,1,50.99,1,50.99,539241,CENTER CORE,WOMENS SHOES
11619372,8.8502E+11,1205238243,06/04/2016,7/30/2016,35.99,1,35.99,1,35.99,539241,CENTER CORE,WOMENS SHOES
13859408,7.1617E+11,1266713469,10/22/2016,,27,1,27,,,541262,BEAUTY,COSMETICS
13859408,7.1617E+11,1200156497,05/03/2016,,25,1,25,,,541262,BEAUTY,COSMETICS
11297565,7.1617E+11,1245716428,10/29/2016,,50,1,50,,,393117,BEAUTY,COSMETICS
11297565,7.1617E+11,1311656076,11/25/2016,,35,1,35,,,393117,BEAUTY,COSMETICS
11387020,12214908577,1212338300,7/17/2016,,60,1,60,,,406528,CENTER CORE,INTIMATE APPAREL/HOSIERY
11387020,12214908577,1315279719,11/26/2016,,60,1,60,,,406528,CENTER CORE,INTIMATE APPAREL/HOSIERY
12381358,7.20363E+11,1296405312,11/15/2016,12/22/2016,79,1,79,1,79,489450,CENTER CORE,WOMENS SHOES
12381358,7.20363E+11,1314819357,11/26/2016,,47.4,1,47.4,,,489450,CENTER CORE,WOMENS SHOES
11060305,37882494849,1239715536,9/13/2016,,7.13,3,21.39,,,419875,CENTER CORE,INTIMATE APPAREL/HOSIERY
11060305,37882494849,1350322596,12/19/2016,,6.19,2,12.38,,,419875,CENTER CORE,INTIMATE APPAREL/HOSIERY
10461379,7.73602E+11,1230428430,8/23/2016,,34,1,34,,,498942,BEAUTY,COSMETICS
10461379,7.73602E+11,1187435027,03/08/2016,,33,1,33,,,498942,BEAUTY,COSMETICS
12157421,15182226605,1238942244,9/13/2016,,5.97,2,11.94,,,521322,CENTER CORE,INTIMATE APPAREL/HOSIERY
12157421,15182226605,1199342766,05/01/2016,,5.97,2,11.94,,,521322,CENTER CORE,INTIMATE APPAREL/HOSIERY
10135855,6.91464E+11,SM16480795576,8/24/2016,,84.99,2,169.98,,,506227,CENTER CORE,FASHION JEWELRY / WATCHES
10135855,6.91464E+11,SM16070241323,7/20/2016,08/06/2016,112.5,1,112.5,1,112.5,506227,CENTER CORE,FASHION JEWELRY / WATCHES
13135651,7.33001E+11,1198257428,4/26/2016,,67.48,1,67.48,,,570538,HOME,SOFT HOME
13135651,7.33001E+11,1193045235,04/05/2016,,89.98,1,89.98,,,570538,HOME,SOFT HOME
11303344,6.12862E+11,1187561041,03/09/2016,04/12/2016,34.98,1,34.98,1,34.98,516003,READY TO WEAR,SPECIAL SIZES
11303344,6.12862E+11,1247238285,9/26/2016,10/09/2016,19.99,1,19.99,1,19.99,516003,READY TO WEAR,SPECIAL SIZES
10488607,7.3615E+11,1362322980,01/05/2017,,75,1,75,,,532629,BEAUTY,COSMETICS
10488607,7.3615E+11,1181360465,02/02/2016,,75,1,75,,,532629,BEAUTY,COSMETICS
10654449,7.06255E+11,1260761217,10/12/2016,,59.99,1,59.99,,,525352,HOME,SOFT HOME
10654449,7.06255E+11,MB16900342878,10/09/2016,,50.99,2,101.98,,,525352,HOME,SOFT HOME
10602510,7.3615E+11,1262955057,10/17/2016,10/26/2016,35,1,35,1,35,527629,BEAUTY,COSMETICS
10602510,7.3615E+11,1267245690,10/23/2016,,35,1,35,,,527629,BEAUTY,COSMETICS
14451961,98132269587,1321407702,11/28/2016,,28.5,1,28.5,,,530779,BEAUTY,COSMETICS
14451961,98132269587,1327680876,12/02/2016,,28.5,1,28.5,,,530779,BEAUTY,COSMETICS
11414167,7.30852E+11,1300335381,11/19/2016,,55,1,55,,,537074,BEAUTY,COSMETICS
11414167,7.30852E+11,1198373670,4/27/2016,,55,1,55,,,537074,BEAUTY,COSMETICS
10877532,42714586050,1209636651,6/29/2016,07/12/2016,14,1,14,1,14,560825,CENTER CORE,INTIMATE APPAREL/HOSIERY
10877532,42714586050,1361500977,12/31/2016,,28,1,28,,,560825,CENTER CORE,INTIMATE APPAREL/HOSIERY
12433392,7.61789E+11,1191450378,3/29/2016,,50,2,100,,,471894,CENTER CORE,FINE JEWELRY
12433392,7.61789E+11,1191916218,04/02/2016,,50,1,50,,,471894,CENTER CORE,FINE JEWELRY
11461801,6.02004E+11,1294104816,11/12/2016,,24,1,24,,,574339,BEAUTY,COSMETICS
10488607,6.02004E+11,1181360465,02/02/2016,,24,1,24,,,574339,BEAUTY,COSMETICS
13534784,6.02004E+11,1314133248,11/26/2016,,24,1,24,,,574339,BEAUTY,COSMETICS
10008566,6.02004E+11,1202466583,5/17/2016,,24,1,24,,,574339,BEAUTY,COSMETICS
10008566,6.02004E+11,1234029510,09/02/2016,,24,1,24,,,574339,BEAUTY,COSMETICS
13534784,6.02004E+11,1374329268,1/22/2017,,24,1,24,,,574339,BEAUTY,COSMETICS
10488607,6.02004E+11,1191967729,04/02/2016,,24,1,24,,,574339,BEAUTY,COSMETICS
11461801,6.02004E+11,1191522870,3/30/2016,,24,1,24,,,574339,BEAUTY,COSMETICS
12199443,84971781519,1373718798,1/18/2017,,33.75,1,33.75,,,604917,MENS & KIDS,TOTAL MENS
12199443,84971781519,1197285435,4/22/2016,,24.79,1,24.79,,,604917,MENS & KIDS,TOTAL MENS
10316608,84971752502,1206294559,06/12/2016,,14.69,1,14.69,,,604917,MENS & KIDS,TOTAL MENS
10316608,84971752502,1206260763,06/11/2016,6/23/2016,15.45,1,15.45,1,15.45,604917,MENS & KIDS,TOTAL MENS
12381857,84971781472,1321084893,11/29/2016,,19.99,1,19.99,,,604917,MENS & KIDS,TOTAL MENS
12381857,84971781472,1318935135,11/28/2016,12/07/2016,19.99,1,19.99,1,19.99,604917,MENS & KIDS,TOTAL MENS
11259406,7.29882E+11,1259840230,11/18/2016,,24.99,1,24.99,,,561127,CENTER CORE,FASHION JEWELRY / WATCHES
11259406,7.29882E+11,1318444758,11/28/2016,,28.5,2,57,,,561127,CENTER CORE,FASHION JEWELRY / WATCHES
11085355,7.33001E+11,1203475241,5/25/2016,,35.86,1,35.86,,,570537,HOME,SOFT HOME
11085355,7.33001E+11,1203534819,5/25/2016,,35.86,1,35.86,,,570537,HOME,SOFT HOME
13229297,6.11318E+11,1252577391,10/02/2016,,29.99,1,29.99,,,580668,MENS & KIDS,TOTAL MENS
13229297,6.11318E+11,1282033395,11/05/2016,,29.99,1,29.99,,,580668,MENS & KIDS,TOTAL MENS
10873690,7.9892E+11,1323405006,11/29/2016,,46.99,1,46.99,,,564370,HOME,BIG TICKET
10873690,7.9892E+11,1322206359,11/29/2016,,46.99,1,46.99,,,564370,HOME,BIG TICKET
10527711,3.34967E+12,1238233878,09/12/2016,,64,1,64,,,591195,BEAUTY,FRAGRANCES
10527711,3.34967E+12,1197287579,4/23/2016,05/05/2016,64,1,64,1,64,591195,BEAUTY,FRAGRANCES
12137749,7.20227E+11,1364041371,01/08/2017,,5.49,2,10.98,,,591026,HOME,SOFT HOME
12137749,7.20227E+11,1360493907,01/02/2017,,6.66,1,6.66,,,591026,HOME,SOFT HOME
11360818,8.43095E+11,1202341903,5/18/2016,,23,1,23,,,601163,BEAUTY,COSMETICS
11360818,8.43095E+11,1226332002,8/20/2016,,23,1,23,,,601163,BEAUTY,COSMETICS
14161283,24258481091,CC16911082894,11/19/2016,,33.99,1,33.99,,,605866,HOME,SOFT HOME
14161283,24258481091,CC16911061743,11/19/2016,,33.99,1,33.99,,,605866,HOME,SOFT HOME
11271573,8672339176,1262343366,10/17/2016,11/03/2016,32.6,1,32.6,1,32.6,649857,CENTER CORE,INTIMATE APPAREL/HOSIERY
11271573,8672339176,1269408405,10/24/2016,,32.6,1,32.6,,,649857,CENTER CORE,INTIMATE APPAREL/HOSIERY
12998425,3.60597E+12,1258814946,10/08/2016,,47,1,47,,,653126,BEAUTY,COSMETICS
12998425,3.60597E+12,1201930341,5/15/2016,,47,1,47,,,653126,BEAUTY,COSMETICS
12998425,3.60597E+12,1230299241,8/24/2016,,47,1,47,,,653126,BEAUTY,COSMETICS
11760699,3.60597E+12,1375369053,1/31/2017,,47,1,47,,,653126,BEAUTY,COSMETICS
11760699,3.60597E+12,1217703246,08/01/2016,,47,1,47,,,653126,BEAUTY,COSMETICS
12827518,3.60597E+12,JG16451292152,5/14/2016,,47,1,47,,,653126,BEAUTY,COSMETICS
15653852,3.60597E+12,1330165014,12/04/2016,,38.87,1,38.87,,,653126,BEAUTY,COSMETICS
12827518,3.60597E+12,JG16451293568,5/14/2016,,47,1,47,,,653126,BEAUTY,COSMETICS
15653852,3.60597E+12,1195909287,4/16/2016,,47,1,47,,,653126,BEAUTY,COSMETICS
12484523,3.60597E+12,1182433329,02/08/2016,,47,1,47,,,653126,BEAUTY,COSMETICS
13603889,3.60597E+12,1222897557,08/11/2016,,47,1,47,,,653126,BEAUTY,COSMETICS
12484523,3.60597E+12,1201143366,05/07/2016,,47,1,47,,,653126,BEAUTY,COSMETICS
13603889,3.60597E+12,1332231573,12/05/2016,,38.92,1,38.92,,,653126,BEAUTY,COSMETICS
13603889,3.60597E+12,1206088261,06/10/2016,,47,1,47,,,653126,BEAUTY,COSMETICS
12387463,3.60597E+12,1181458393,02/01/2016,,47,2,94,,,653126,BEAUTY,COSMETICS
13603889,3.60597E+12,1185582382,2/24/2016,,47,1,47,,,653126,BEAUTY,COSMETICS
12387463,3.60597E+12,1359887307,12/30/2016,,47,2,94,,,653126,BEAUTY,COSMETICS
13979588,6.82223E+11,1330857270,12/05/2016,,24.15,1,24.15,,,626049,BEAUTY,FRAGRANCES
13979588,6.82223E+11,1241066454,9/14/2016,,24.94,1,24.94,,,626049,BEAUTY,FRAGRANCES
11051934,20714529192,1251643458,10/01/2016,,17,1,17,,,617264,BEAUTY,COSMETICS
11051934,20714529192,1297363680,11/14/2016,11/29/2016,17,2,34,2,34,617264,BEAUTY,COSMETICS
11720486,83621075794,1210734612,07/08/2016,,4.33,6,25.98,,,607027,CENTER CORE,INTIMATE APPAREL/HOSIERY
11720486,83621075794,1189951434,3/22/2016,,4.17,3,12.51,,,607027,CENTER CORE,INTIMATE APPAREL/HOSIERY
11686773,83621075794,1213405986,7/19/2016,7/23/2016,10,1,10,1,10,607027,CENTER CORE,INTIMATE APPAREL/HOSIERY
11686773,83621075794,RR16370255126,7/23/2016,,10,1,10,,,607027,CENTER CORE,INTIMATE APPAREL/HOSIERY
11720486,83621075794,1338617061,12/10/2016,,6,3,18,,,607027,CENTER CORE,INTIMATE APPAREL/HOSIERY
10719721,12036096513,1202031788,5/15/2016,,5.25,6,31.5,,,628879,CENTER CORE,INTIMATE APPAREL/HOSIERY
10719721,12036096513,1263136369,1/14/2017,,5.6,6,33.6,,,628879,CENTER CORE,INTIMATE APPAREL/HOSIERY
10719721,12036096513,1222203600,08/07/2016,,5.25,4,21,,,628879,CENTER CORE,INTIMATE APPAREL/HOSIERY
14759799,6.09718E+11,CB16711234912,11/26/2016,12/05/2016,22.49,2,44.98,2,44.98,595784,READY TO WEAR,SPECIAL SIZES
14759799,6.09718E+11,1305907452,11/24/2016,12/01/2016,24.99,1,24.99,1,24.99,595784,READY TO WEAR,SPECIAL SIZES
11049539,91571163430,1333982136,12/07/2016,,36.75,1,36.75,,,620870,HOME,SOFT HOME
11049539,91571163430,1199779866,05/03/2016,,36.75,1,36.75,,,620870,HOME,SOFT HOME
13475725,83623663685,1243015635,9/18/2016,,14.25,1,14.25,,,653124,CENTER CORE,INTIMATE APPAREL/HOSIERY
13475725,83623663685,1315690485,11/26/2016,,7.5,1,7.5,,,653124,CENTER CORE,INTIMATE APPAREL/HOSIERY
11805537,8.88978E+11,1223359848,8/13/2016,8/14/2016,20.65,2,41.3,2,41.3,644920,MENS & KIDS,TOTAL CHILDRENS
11805537,8.88978E+11,MM16480165091,8/14/2016,,15.65,2,31.3,,,644920,MENS & KIDS,TOTAL CHILDRENS
11664676,7.34737E+11,1211419539,7/13/2016,7/15/2016,24.99,1,24.99,1,24.99,651856,HOME,SOFT HOME
11664676,7.34737E+11,KP16100250607,10/01/2016,,7.99,1,7.99,,,651856,HOME,SOFT HOME
11664676,7.34737E+11,1212065398,7/16/2016,,4.99,1,4.99,,,651856,HOME,SOFT HOME
11664676,7.34737E+11,1212055487,7/16/2016,,4.99,1,4.99,,,651856,HOME,SOFT HOME
11672570,17326529283,1227606000,8/22/2016,,4.67,2,9.34,,,665989,CENTER CORE,INTIMATE APPAREL/HOSIERY
11672570,17326529283,1357714998,12/27/2016,,4.67,4,18.68,,,665989,CENTER CORE,INTIMATE APPAREL/HOSIERY
13836525,83013945759,ZB16321224286,12/03/2016,,136,1,136,,,673308,HOME,SOFT HOME
13836525,83013945759,ZB16200321645,10/12/2016,,136,1,136,,,673308,HOME,SOFT HOME
13984749,23938703713,1222470354,08/07/2016,09/04/2016,87.5,1,87.5,1,87.5,663448,MENS & KIDS,TOTAL MENS
13984749,23938703713,1222140939,08/07/2016,09/04/2016,87.5,1,87.5,1,87.5,663448,MENS & KIDS,TOTAL MENS
11217347,4.00369E+12,1212237511,7/17/2016,,16.99,4,67.96,,,652144,HOME,SOFT HOME
11217347,4.00369E+12,BR16290363408,09/02/2016,,12.99,2,25.98,,,652144,HOME,SOFT HOME
15760302,7.6636E+11,1324965042,12/02/2016,,59.99,1,59.99,,,696603,HOME,SOFT HOME
15760302,7.6636E+11,1317031161,11/27/2016,12/13/2016,71.99,1,71.99,1,71.99,696603,HOME,SOFT HOME
12362917,7.04626E+11,1249127502,9/28/2016,,24.99,1,24.99,,,653973,READY TO WEAR,CLASSIFICATIONS
12362917,7.04626E+11,1250152482,9/30/2016,,24.99,2,49.98,,,653973,READY TO WEAR,CLASSIFICATIONS
10224918,37882079084,1188234800,03/12/2016,,28.5,2,57,,,702073,MENS & KIDS,TOTAL MENS
10224918,37882079084,1183949336,2/15/2016,,22.39,1,22.39,,,702073,MENS & KIDS,TOTAL MENS
14851919,19585505411,1347726852,12/17/2016,12/24/2016,14.99,1,14.99,1,14.99,686205,CENTER CORE,INTIMATE APPAREL/HOSIERY
14851919,19585505411,1220866491,08/06/2016,08/12/2016,8.4,1,8.4,1,8.4,686205,CENTER CORE,INTIMATE APPAREL/HOSIERY
10357590,31262053503,1299806232,11/19/2016,12/03/2016,16.99,1,16.99,1,16.99,713681,HOME,SOFT HOME
10357590,31262053503,1300919127,11/19/2016,11/22/2016,16.99,1,16.99,1,16.99,713681,HOME,SOFT HOME
14630125,17326353741,1346573499,12/16/2016,,11,2,22,,,665956,CENTER CORE,INTIMATE APPAREL/HOSIERY
14630125,17326353741,1357506927,12/27/2016,,4.67,4,18.68,,,665956,CENTER CORE,INTIMATE APPAREL/HOSIERY
11523799,6.91465E+11,1185826660,2/27/2016,,24.44,1,24.44,,,713321,CENTER CORE,FASHION JEWELRY / WATCHES
11523799,6.91465E+11,1185728916,2/27/2016,,24.44,1,24.44,,,713321,CENTER CORE,FASHION JEWELRY / WATCHES
11523799,6.91465E+11,1185698967,2/27/2016,,24.44,1,24.44,,,713321,CENTER CORE,FASHION JEWELRY / WATCHES
11002946,37882058188,1315382166,11/26/2016,,17.4,1,17.4,,,741057,MENS & KIDS,TOTAL MENS
11002946,37882058188,1189843253,3/20/2016,,17.59,2,35.18,,,741057,MENS & KIDS,TOTAL MENS
11002946,37882058188,1205325603,06/04/2016,,17.59,1,17.59,,,741057,MENS & KIDS,TOTAL MENS
11310343,4.00229E+12,1205916401,06/08/2016,,69.99,1,69.99,,,671810,HOME,SOFT HOME
11310343,4.00229E+12,1259999154,10/11/2016,,69.99,1,69.99,,,671810,HOME,SOFT HOME
10147207,75536347707,1197776053,4/24/2016,,37.49,1,37.49,,,696115,HOME,SOFT HOME
10147207,75536347707,1199946559,05/03/2016,,37.49,1,37.49,,,696115,HOME,SOFT HOME
11573368,6.96445E+11,1200880133,05/08/2016,,25.97,6,155.82,,,703776,HOME,SOFT HOME
11573368,6.96445E+11,1202173378,5/16/2016,5/24/2016,22.08,6,132.48,6,132.48,703776,HOME,SOFT HOME
11573368,6.96445E+11,1201878024,5/14/2016,,25.97,6,155.82,,,703776,HOME,SOFT HOME
12261822,14671074499,1190180907,3/23/2016,,26,1,26,,,750733,CENTER CORE,INTIMATE APPAREL/HOSIERY
12261822,14671074499,1298662647,11/19/2016,,8.4,1,8.4,,,750733,CENTER CORE,INTIMATE APPAREL/HOSIERY
11314343,84971848076,1337196402,12/10/2016,,19.99,2,39.98,,,717903,MENS & KIDS,TOTAL MENS
11314343,84971848076,1311254787,11/25/2016,12/04/2016,18.99,1,18.99,1,18.99,717903,MENS & KIDS,TOTAL MENS
11314343,84971848076,1314027951,11/26/2016,12/05/2016,18.99,1,18.99,1,18.99,717903,MENS & KIDS,TOTAL MENS
14636506,6.0771E+11,1318189134,11/28/2016,,39,1,39,,,717485,BEAUTY,COSMETICS
14636506,6.0771E+11,1234934286,09/03/2016,,39,1,39,,,717485,BEAUTY,COSMETICS
10874920,7.29238E+11,1219511952,08/04/2016,,110,1,110,,,687844,BEAUTY,COSMETICS
10874920,7.29238E+11,1219744095,08/03/2016,,110,1,110,,,687844,BEAUTY,COSMETICS
13101435,16853055555,1255001073,10/03/2016,,28.99,1,28.99,,,687954,HOME,SOFT HOME
13101435,16853055555,1249757632,11/04/2016,,11.87,1,11.87,,,687954,HOME,SOFT HOME
11330784,7.76059E+11,1193814529,04/08/2016,4/16/2016,52.49,1,52.49,1,47.49,604585,MENS & KIDS,TOTAL MENS
11330784,7.76059E+11,1195317542,4/15/2016,4/26/2016,42.49,1,42.49,1,42.49,604585,MENS & KIDS,TOTAL MENS
11167413,6.10836E+11,1210000441,07/03/2016,,99.5,1,99.5,,,727571,MENS & KIDS,TOTAL MENS
11167413,6.10836E+11,1210233408,07/03/2016,,99.5,1,99.5,,,727571,MENS & KIDS,TOTAL MENS
10484170,85805150440,1362521727,01/04/2017,,37.5,1,37.5,,,775516,BEAUTY,COSMETICS
11415059,85805150440,1376370309,1/26/2017,,37.5,1,37.5,,,775516,BEAUTY,COSMETICS
10484170,85805150440,1211842054,7/16/2016,,37.5,1,37.5,,,775516,BEAUTY,COSMETICS
10484170,85805150440,1258044576,10/08/2016,,37.5,1,37.5,,,775516,BEAUTY,COSMETICS
11415059,85805150440,1375532952,1/26/2017,,37.5,1,37.5,,,775516,BEAUTY,COSMETICS
14122753,94922387325,1336608921,12/09/2016,,25,1,25,,,752663,BEAUTY,FRAGRANCES
14122753,94922387325,1347024291,12/16/2016,,25,1,25,,,752663,BEAUTY,FRAGRANCES
10706053,8.8765E+11,PF16711175348,11/17/2016,,39.98,2,79.96,,,700371,READY TO WEAR,COLLECTIONS RTW
10706053,8.8765E+11,PF16410922349,11/04/2016,,39.98,1,39.98,,,700371,READY TO WEAR,COLLECTIONS RTW
13106482,8.8765E+11,1281312930,11/05/2016,,39.98,1,39.98,,,700371,READY TO WEAR,COLLECTIONS RTW
11764738,8.8765E+11,1199841141,05/04/2016,05/09/2016,39.98,1,39.98,1,39.98,700371,READY TO WEAR,COLLECTIONS RTW
13106482,8.8765E+11,1288885536,11/08/2016,,39.98,1,39.98,,,700371,READY TO WEAR,COLLECTIONS RTW
11764738,8.8765E+11,1205184698,06/06/2016,,39.98,1,39.98,,,700371,READY TO WEAR,COLLECTIONS RTW
